setting_id,method,rank_pct,sel,kl_val_S,kl_S_val,P_S
qqp_pos50_valimb1000_pos10_n5000_nv1000,FreeShap,,1,2.438019138201407,0.10536051563249792,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos10_n5000_nv1000,FreeShap,,2,2.438019138201407,0.10536051563249792,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos10_n5000_nv1000,FreeShap,,3,2.438019138201407,0.10536051563249792,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos10_n5000_nv1000,FreeShap,,5,2.438019138201407,0.10536051563249792,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos10_n5000_nv1000,FreeShap,,10,2.438019138201407,0.10536051563249792,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,A1,10.0,1,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,A1,10.0,2,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,A1,10.0,3,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,A1,10.0,5,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,A1,10.0,10,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,LR,10.0,1,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,LR,10.0,2,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,LR,10.0,3,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,LR,10.0,5,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,LR,10.0,10,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,FreeShap,,1,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,FreeShap,,2,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,FreeShap,,3,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,FreeShap,,5,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
qqp_pos50_valimb1000_pos30_n5000_nv1000,FreeShap,,10,7.67844203272367,0.35667494391230536,"[1.0, 0.0]"
rte_pos10_val277_n1300_nv277,A1,10.0,1,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
rte_pos10_val277_n1300_nv277,A1,10.0,2,12.37569795336287,0.6404108844521198,"[1.0, 0.0]"
