setting_id,dataset,regime,train_ratio_tag,val_ratio_tag,imbalance_level,C,n,n_val,kta_train_full,kta_train_via_val_full,kta_train_r1,kta_train_r5,kta_train_r10,kta_train_r15,kta_train_r20,kta_train_r25,kta_train_r30,kta_train_via_val_r1,kta_train_via_val_r5,kta_train_via_val_r10,kta_train_via_val_r15,kta_train_via_val_r20,kta_train_via_val_r25,kta_train_via_val_r30,kta_gap_r1,kta_gap_r5,kta_gap_r10,kta_gap_r15,kta_gap_r20,kta_gap_r25,kta_gap_r30,lc_train_r1,lc_train_r5,lc_train_r10,lc_train_r15,lc_train_r20,lc_train_r25,lc_train_r30,lc_val_r1,lc_val_r5,lc_val_r10,lc_val_r15,lc_val_r20,lc_val_r25,lc_val_r30,lc_gap_r1,lc_gap_r5,lc_gap_r10,lc_gap_r15,lc_gap_r20,lc_gap_r25,lc_gap_r30,pr_c2_train,pr_c2_val,d_eff_rho,d_eff_r1,d_eff_r5,d_eff_r10,d_eff_r15,d_eff_r20,d_eff_r25,d_eff_r30,d_eff_ratio_r1,d_eff_ratio_r5,d_eff_ratio_r10,d_eff_ratio_r15,d_eff_ratio_r20,d_eff_ratio_r25,d_eff_ratio_r30,overlap_LR_A1_r1,overlap_LR_A1_r5,overlap_LR_A1_r10,overlap_LR_A1_r15,overlap_LR_A1_r20,overlap_LR_A1_r25,overlap_LR_A1_r30,recovery_sel1,recovery_sel3,recovery_sel5,recovery_sel10,LR_loss_vs_random_balanced_sel1,LR_loss_vs_random_balanced_sel3,LR_loss_vs_random_balanced_sel5,LR_loss_vs_random_balanced_sel10,nystrom_clip_count
mnli_cls60_20_20_val1000_n2000_nv1000,mnli,single,cls60_20_20,val1000,mild,3,2000,1000,0.004887350063903982,0.1606255555036446,0.004129983413765011,0.004591116268984613,0.004746412382680974,0.0048195813165130726,0.004859977868160475,0.004887350063903982,0.004887350063903982,0.16010943143458023,0.160398505543539,0.16051544205361776,0.16057208039068716,0.16060383301129796,0.16062555550364463,0.16062555550364463,-0.15597944802081523,-0.15580738927455437,-0.15576902967093678,-0.15575249907417407,-0.1557438551431375,-0.15573820543974065,-0.15573820543974065,0.2678320473390514,0.4598571420093105,0.6440592307907793,0.7885610972012083,0.9012691596637057,1.0,1.0,0.28262769959966655,0.4839759943696353,0.6553072340964661,0.7961751884951417,0.9154460065809802,1.0,1.0,-0.014795652260615133,-0.024118852360324794,-0.01124800330568676,-0.007614091293933423,-0.0141768469172745,0.0,0.0,70.77816266383927,58.22477865984835,1999.9850304296633,19.99999851356262,99.9999658749202,199.99987017543663,299.9997140961608,399.99949713048625,499.99921875790506,599.9988770796085,0.010000074105187655,0.050000357179391934,0.10000068357135153,0.15000097977318905,0.20000124553159934,0.2500014805863265,0.30000168398795907,0.5,0.44,0.535,0.6633333333333333,0.81,1.0,1.0,0.11399999999999999,0.124,0.10600000000000004,0.01200000000000001,0.069,0.0519999999999999,-0.008,-0.097,0
mnli_cls60_20_20_valbal1000_n5000_nv1000,mnli,valbal,cls60_20_20,valbal1000,mild,3,5000,1000,0.004226073488081848,0.2075141949631504,0.003928976123848807,0.0041811152131902285,0.004226073488081848,0.004226073488081848,0.004226073488081848,0.004226073488081848,0.004226073488081848,0.20732521454643435,0.20748375038309286,0.2075141949631504,0.2075141949631504,0.2075141949631504,0.2075141949631504,0.2075141949631504,-0.20339623842258553,-0.20330263516990263,-0.20328812147506856,-0.20328812147506856,-0.20328812147506856,-0.20328812147506856,-0.20328812147506856,0.43230162232761943,0.7853742533977761,1.0,1.0,1.0,1.0,1.0,0.36380570611657825,0.7311231423702876,1.0,1.0,1.0,1.0,1.0,0.06849591621104117,0.054251111027488474,0.0,0.0,0.0,0.0,0.0,45.015022528195104,106.31618034716583,4999.951022167344,49.99999620808151,249.99990488495732,499.9996179403437,749.9991357071426,999.9984575892651,1249.9975790645697,1499.996495719889,0.010000097198233728,0.05000047075992939,0.10000090315356877,0.15000129648910807,0.2000016506473283,0.2500019647237923,0.30000223783585805,0.4,0.608,1.0,1.0,1.0,1.0,1.0,0.07400000000000001,0.10600000000000004,0.11099999999999993,0.040999999999999925,-0.0189999999999999,0.019,-0.019,-0.117,0
mnli_cls90_05_05_val1000_n2000_nv1000,mnli,single,cls90_05_05,val1000,extreme,3,2000,1000,0.002267914442115079,0.7300233022007472,0.0016876601135000517,0.0020146148816713914,0.0021329677292537515,0.002199200102029194,0.002239744433269096,0.0022679144421150787,0.0022679144421150787,0.7304816232731512,0.7300782152600205,0.73003567243171,0.7300268999060859,0.7300241644028607,0.7300233022007472,0.7300233022007472,-0.7287939631596512,-0.728063600378349,-0.7279027047024562,-0.7278276998040567,-0.7277844199695915,-0.7277553877586321,-0.7277553877586321,0.1689344754361927,0.3679660329245577,0.5526642529724595,0.7260873055174013,0.8708998699939935,1.0,1.0,0.26282358703299985,0.48364288664569044,0.6580476532554539,0.7871582240650888,0.9013359193829726,1.0,1.0,-0.09388911159680716,-0.11567685372113273,-0.10538340028299442,-0.061070918547687536,-0.030436049388979147,0.0,0.0,135.66213309569696,97.72008823788977,1999.9853418632993,19.99999852993157,99.99996600569492,199.9998704018182,299.99971536715714,399.99950016804127,499.99922362629246,599.9988854757748,0.010000072556181058,0.050000349458826185,0.10000066811264079,0.1500009570508454,0.20000121590660216,0.25000144409081765,0.30000164147042296,0.3,0.39,0.485,0.6266666666666667,0.82,1.0,1.0,0.10799999999999998,0.11099999999999999,0.03999999999999998,0.03600000000000003,0.076,0.005,-0.076,-0.0959999999999999,0
mnli_cls90_05_05_valbal1000_n5000_nv1000,mnli,valbal,cls90_05_05,valbal1000,extreme,3,5000,1000,0.001689675407082609,0.7552646690768018,0.0014711260021433481,0.0016450131205271216,0.001689675407082609,0.001689675407082609,0.001689675407082609,0.001689675407082609,0.001689675407082609,0.755412690489157,0.755276329578258,0.7552646690768018,0.7552646690768018,0.7552646690768018,0.7552646690768018,0.7552646690768018,-0.7539415644870137,-0.7536313164577308,-0.7535749936697191,-0.7535749936697191,-0.7535749936697191,-0.7535749936697191,-0.7535749936697191,0.27857743193164014,0.6786901527229656,1.0,1.0,1.0,1.0,1.0,0.33293683579903754,0.7220660359286173,1.0,1.0,1.0,1.0,1.0,-0.054359403867397404,-0.043375883205651666,0.0,0.0,0.0,0.0,0.0,101.52756160903994,138.91540894804325,4999.951830344067,49.99999624174323,249.99990558220273,499.9996211243814,749.9991441760048,999.9984729111618,1249.9976048020285,1499.9965351373044,0.010000095588581406,0.050000462817458624,0.10000088762654627,0.15000127393715199,0.20000162138408997,0.2500019294617906,0.30000219722798477,0.26,0.588,1.0,1.0,1.0,1.0,1.0,0.16899999999999998,0.13300000000000006,0.14099999999999996,0.09399999999999997,0.008,-0.0879999999999999,-0.0989999999999999,-0.157,0
mr_pos50_valbal1000_n4500_nv1000,mr,valbal,pos50,valbal1000,mild,2,4500,1000,0.01205589851927904,0.01205589851927904,0.011992133329329014,0.012042405123767704,0.012054462670724702,0.01205589851927904,0.01205589851927904,0.01205589851927904,0.01205589851927904,0.011992133329329014,0.012042405123767704,0.012054462670724702,0.01205589851927904,0.01205589851927904,0.01205589851927904,0.01205589851927904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7814316754514659,0.8940106359340867,0.9839108052056872,1.0,1.0,1.0,1.0,0.5519132117727102,0.7768502163275363,0.9642952923558826,1.0,1.0,1.0,1.0,0.2295184636787556,0.11716041960655044,0.01961551284980456,0.0,0.0,0.0,0.0,7.664184314388784,15.4501976216128,4499.942670133402,44.99999670748235,224.99990165380876,449.9996005703583,674.9990874121336,899.9983539578512,1124.9973926789278,1349.9961952696246,0.01000012666964673,0.050000615151645604,0.10000118524999296,0.15000170822001227,0.20000218223472843,0.2500026056211016,0.3000029765333885,0.5555555555555556,0.56,0.9,1.0,1.0,1.0,1.0,0.007000000000000006,0.010000000000000009,0.0,-0.0040000000000000036,-0.0539999999999999,-0.1070000000000001,-0.094,-0.0909999999999999,0
mr_pos50_valimb500_pos70_n4500_nv500,mr,trainbal,pos50,valimb500_pos70,mild,2,4500,500,0.012055918547811573,0.12915382178460683,0.01199215308435718,0.012042425042202822,0.012054482824652478,0.012055918547811573,0.012055918547811573,0.012055918547811573,0.012055918547811573,0.12910668889835178,0.12914309230557927,0.1291526604183242,0.12915382178460683,0.12915382178460683,0.12915382178460683,0.12915382178460683,-0.1171145358139946,-0.11710066726337645,-0.11709817759367173,-0.11709790323679525,-0.11709790323679525,-0.11709790323679525,-0.11709790323679525,0.7814318765247676,0.8940109709252956,0.9839123617790811,1.0,1.0,1.0,1.0,0.3830275577055626,0.6811397990077924,0.9368003442820814,1.0,1.0,1.0,1.0,0.398404318819205,0.21287117191750315,0.04711201749699978,0.0,0.0,0.0,0.0,7.664131908134172,31.050521958132844,4499.942675596393,44.999996707492734,224.99990165442694,449.9996005742449,674.9990874243314,899.9983539859821,1124.9973927328538,1349.9961953626382,0.010000126657508749,0.05000061509108156,0.10000118512945387,0.15000170804061885,0.2000021819981745,0.25000260532957874,0.3000029761898508,0.5555555555555556,0.56,0.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1647999999999999,0.1828999999999999,0.2233,0.2376,0
mr_pos50_valimb500_pos90_n4500_nv500,mr,trainbal,pos50,valimb500_pos90,mild,2,4500,500,0.012055918460009472,0.36072155094576996,0.011992153008666162,0.012042424966403786,0.01205448272475434,0.012055918460009474,0.012055918460009474,0.012055918460009474,0.012055918460009474,0.36070611953703324,0.36071596702102804,0.36072090355532577,0.36072155094576996,0.36072155094576996,0.36072155094576996,0.36072155094576996,-0.34871396652836706,-0.34867354205462425,-0.3486664208305714,-0.3486656324857605,-0.3486656324857605,-0.3486656324857605,-0.3486656324857605,0.7814320021659549,0.8940111096457856,0.983912241400733,1.0,1.0,1.0,1.0,0.27117177354153255,0.6061797979593765,0.9398838340997069,1.0,1.0,1.0,1.0,0.5102602286244223,0.2878313116864091,0.044028407301026085,0.0,0.0,0.0,0.0,7.66412937860854,71.85879229054841,4499.9426755993345,44.99999670749271,224.99990165442736,449.99960057424744,674.999087424351,899.9983539859795,1124.9973927328656,1349.9961953626114,0.010000126657502207,0.05000061509104897,0.10000118512938908,0.15000170804052518,0.20000218199804318,0.250002605329418,0.3000029761896487,0.5555555555555556,0.56,0.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1432999999999999,0.1389,0.2144,0.2310999999999999,0
mr_pos70_val1066_n2000_nv1066,mr,single,pos70,val1066,mild,2,2000,1066,0.009089604629905598,0.1718547166483571,0.008824583256389022,0.009035212417926899,0.00906282084207333,0.009075425574878825,0.009083691750216465,0.009089604629905598,0.009089604629905598,0.17167043263693085,0.17181429974222387,0.17183425552043438,0.17184367862326852,0.1718500955286793,0.17185471664835708,0.17185471664835708,-0.16284584938054184,-0.16277908732429697,-0.16277143467836105,-0.16276825304838968,-0.16276640377846283,-0.16276511201845148,-0.16276511201845148,0.564644602727991,0.7455838947656873,0.8250427518918864,0.8876504264796777,0.9459104160229879,1.0,1.0,0.49408460654462866,0.6690696988084024,0.77744835347415,0.8833478003529063,0.9528615512490123,1.0,1.0,0.07055999618336234,0.07651419595728493,0.04759439841773638,0.004302626126771458,-0.006951135226024419,0.0,0.0,14.60642967982538,21.02034485175706,1999.979597159669,19.999998753676124,99.99996319903052,199.999850137556,299.99966190252593,399.99939625349816,499.9990496536516,599.9986214964067,0.01000010139207406,0.05000049167553932,0.10000094522043713,0.15000136117817373,0.20000173842851662,0.2500020752030372,0.3000023711984426,0.55,0.43,0.51,0.6433333333333333,0.8175,1.0,1.0,0.1735,0.21199999999999997,0.23260000000000003,0.2439,0.0938,0.1942,0.1143999999999999,0.1727,0
mr_pos70_valbal1000_n4500_nv1000,mr,valbal,pos70,valbal1000,mild,2,4500,1000,0.01036023661290693,0.17539223553115937,0.010279910991153237,0.010345582902936617,0.010358823846196605,0.010360236612906932,0.010360236612906932,0.010360236612906932,0.010360236612906932,0.17533612194743822,0.17538111458968492,0.1753911611427719,0.17539223553115937,0.17539223553115937,0.17539223553115937,0.17539223553115937,-0.16505621095628498,-0.1650355316867483,-0.1650323372965753,-0.16503199891825243,-0.16503199891825243,-0.16503199891825243,-0.16503199891825243,0.7319431756355933,0.8781664689147097,0.982974096652748,1.0,1.0,1.0,1.0,0.5435550963174279,0.7821284802039279,0.9674459879480777,1.0,1.0,1.0,1.0,0.18838807931816537,0.09603798871078184,0.015528108704670363,0.0,0.0,0.0,0.0,9.511453883961524,16.866247304399447,4499.941020016173,44.99999669431122,224.9999013013177,449.9995972561097,674.9990787487163,899.9983379915616,1124.9973658487077,1349.9961540977088,0.010000130333741461,0.05000063340841499,0.10000122118367064,0.1500017613000382,0.20000225202692257,0.25000269133408876,0.3000030773943026,0.5111111111111111,0.5688888888888889,0.9133333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.07999999999999996,0.18699999999999994,0.153,0.235,0.159,0.1779999999999999,0
mr_pos90_val1066_n2000_nv1066,mr,single,pos90,val1066,extreme,2,2000,1066,0.0030515442287022236,0.6156869247740315,0.0028037827423995076,0.0029791259280063736,0.0030117972134548364,0.003028954972959083,0.003041576370938545,0.0030515442287022236,0.0030515442287022236,0.6157240642809388,0.6156792425080938,0.6156793273281144,0.6156817940881247,0.6156844468110216,0.6156869247740315,0.6156869247740315,-0.6129202815385393,-0.6127001165800874,-0.6126675301146596,-0.6126528391151657,-0.6126428704400831,-0.6126353805453293,-0.6126353805453293,0.3192232253144363,0.5362254841451312,0.6582545700204528,0.7666562112196527,0.8814359389668986,1.0,1.0,0.4129546848126545,0.6638817252834319,0.7789988875973912,0.87001935027285,0.9381151308926982,1.0,1.0,-0.0937314594982182,-0.12765624113830076,-0.12074431757693838,-0.10336313905319738,-0.05667919192579951,0.0,0.0,57.88790221560457,35.518301192078475,1999.9789926820251,19.999998741331176,99.9999627631096,199.99984841298453,299.99965785723145,399.9993892048327,499.99903893974863,599.9986044523612,0.010000104408352133,0.05000050656982501,0.10000097458262769,0.15000140449221616,0.2000017953530716,0.2500021454071558,0.300002453349646,0.45,0.42,0.48,0.64,0.8225,1.0,1.0,0.2017,0.24670000000000003,0.25229999999999997,0.11160000000000003,-0.0038,0.0909999999999999,0.0797,-0.0272,0
mr_pos90_valbal1000_n4500_nv1000,mr,valbal,pos90,valbal1000,extreme,2,4500,1000,0.004588863005605651,0.6241965465922451,0.0044731904817230436,0.004572805939968634,0.004587743110914069,0.004588863005605651,0.004588863005605651,0.004588863005605651,0.004588863005605651,0.6241944617584816,0.6241949319970395,0.6241965019114484,0.6241965465922452,0.6241965465922452,0.6241965465922452,0.6241965465922452,-0.6197212712767586,-0.6196221260570708,-0.6196087588005343,-0.6196076835866395,-0.6196076835866395,-0.6196076835866395,-0.6196076835866395,0.5386144778181158,0.8169025935110686,0.981440436014628,1.0,1.0,1.0,1.0,0.5047448035497457,0.7769613519621821,0.9692493031508548,1.0,1.0,1.0,1.0,0.033869674268370065,0.039941241548886564,0.012191132863773269,0.0,0.0,0.0,0.0,26.24797264663951,29.08976982386947,4499.939058778811,44.99999668535416,224.99990148786307,449.9995954217522,674.9990697232322,899.9983172676145,1124.9973281756415,1349.9960948027883,0.010000134690172052,0.0500006552419675,0.10000126436020505,0.1500018246705796,0.20000233458980557,0.25000279192246266,0.30000319496974454,0.4222222222222222,0.5555555555555556,0.9022222222222223,1.0,1.0,1.0,1.0,0.18200000000000005,0.22499999999999998,0.241,0.138,0.024,0.1039999999999999,0.0849999999999999,0.004,0
mrpc_pos50_val408_n2000_nv408,mrpc,single,pos50,val408,mild,2,2000,408,0.005671575961263036,0.10836475969099194,0.005116027873421937,0.005501969860021504,0.005588144239449427,0.005623295669491585,0.005650355551133459,0.005671575961263036,0.005671575961263036,0.10795662276880406,0.10822720330159352,0.10829598416358781,0.10832432129533985,0.10834681397144776,0.10836475969099194,0.10836475969099194,-0.10284059489538212,-0.10272523344157201,-0.10270783992413839,-0.10270102562584826,-0.1026964584203143,-0.1026931837297289,-0.1026931837297289,0.3336214816911812,0.5397868502412366,0.6894463516905475,0.7878853360271965,0.8938873855073398,1.0,1.0,0.18179556474950576,0.4372359887409774,0.6001554545533472,0.7643877455449284,0.8882564053952713,1.0,1.0,0.15182591694167547,0.10255086150025922,0.08929089713720029,0.02349759048226807,0.005630980112068529,0.0,0.0,44.3595478477145,77.32140537323943,1999.9853073979912,19.999998851395343,99.99996974376378,199.9998805549429,299.99973768138506,399.99954147288827,499.9992924867881,599.9989897388796,0.010000072889243181,0.050000352189519405,0.10000067491253001,0.15000097079297492,0.20000124000575448,0.25000148282953844,0.3000016987722208,0.45,0.43,0.51,0.6466666666666666,0.8025,1.0,1.0,-0.026899999999999924,0.009800000000000031,0.017199999999999993,0.014700000000000046,-0.1642,-0.0023999999999999,-0.1299,-0.0587999999999999,0
mrpc_pos50_valbal258_n2300_nv258,mrpc,valbal,pos50,valbal258,mild,2,2300,258,0.005263169952165133,0.005263169952165133,0.004880069183179142,0.005124899854152407,0.005207356597601346,0.005235976649484843,0.005257006851462136,0.005263169952165134,0.005263169952165134,0.004880069183179142,0.005124899854152407,0.005207356597601346,0.005235976649484843,0.005257006851462136,0.005263169952165134,0.005263169952165134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37828238077354154,0.5641116418293961,0.748179519618955,0.8541354583587053,0.962235440564849,1.0,1.0,0.1747027949058467,0.42881886233599226,0.6105725452928208,0.7992658744823395,0.935177310487846,1.0,1.0,0.20357958586769484,0.13529277949340385,0.13760697432613422,0.05486958387636576,0.027058130077002973,0.0,0.0,42.316464385802966,70.75796304457155,2299.9824051986398,22.99999867270207,114.99996483047323,229.99986080443517,344.9996928683205,459.99946156003017,574.9991665249981,689.9988074735606,0.010000075922631094,0.05000036720739225,0.10000070447694188,0.1500010139592891,0.2000012958883057,0.2500015501098313,0.30000177649792426,0.5217391304347826,0.41739130434782606,0.5478260869565217,0.7246376811594203,0.9173913043478261,1.0,1.0,0.030999999999999917,-0.04260000000000008,0.0,-0.031000000000000028,-0.062,-0.2442,-0.1937999999999999,-0.2054,0
mrpc_pos50_valimb300_pos70_n2300_nv300,mrpc,trainbal,pos50,valimb300_pos70,mild,2,2300,300,0.005263174291612074,0.12618935717476493,0.0048800730943259095,0.005124903994604167,0.005207361289059746,0.005235981312584559,0.00525701180609334,0.005263174291612074,0.005263174291612074,0.12593055288354507,0.12608134277686414,0.12614549998823563,0.126167616080887,0.1261843685845728,0.1261893571747649,0.1261893571747649,-0.12105047978921916,-0.12095643878225998,-0.12093813869917588,-0.12093163476830245,-0.12092735677847946,-0.12092618288315282,-0.12092618288315282,0.37828411547658386,0.5641140307097976,0.748183109067406,0.8541386684191742,0.9622396196262922,1.0,1.0,0.14340753044119903,0.391161916599843,0.6155546594495178,0.8091529635409519,0.9324164240044968,1.0,1.0,0.23487658503538483,0.1729521141099546,0.13262844961788822,0.04498570487822229,0.029823195621795473,0.0,0.0,42.316217160661644,95.02552834601401,2299.982406188432,22.99999867270368,114.99996483057502,229.99986080507546,344.9996928701752,459.99946156402837,574.9991665322876,689.9988074855657,0.010000075918328284,0.05000036718591897,0.1000007044341852,0.1500010138955429,0.20000129580397397,0.25000155000541313,0.30000177637403885,0.5217391304347826,0.41739130434782606,0.5478260869565217,0.7246376811594203,0.9173913043478261,1.0,1.0,0.17700000000000005,0.19679999999999997,0.1903999999999999,0.2276999999999999,0.0413,0.0302,0.0706,0.0824999999999999,0
mrpc_pos50_valimb300_pos90_n2300_nv300,mrpc,trainbal,pos50,valimb300_pos90,mild,2,2300,300,0.005263174289932414,0.3657782275756482,0.004880073115058076,0.005124903988442698,0.005207361270437512,0.005235981340699701,0.005257011795152829,0.005263174289932414,0.005263174289932414,0.3657587903950443,0.3657281736855184,0.36575710615115403,0.3657667535392402,0.36577545786970916,0.3657782275756482,0.3657782275756482,-0.3608787172799862,-0.36060326969707573,-0.3605497448807165,-0.3605307721985405,-0.36051844607455635,-0.3605150532857158,-0.3605150532857158,0.37828410716484223,0.5641139863623631,0.7481830371221881,0.8541387968926615,0.9622395738813125,1.0,1.0,0.1361503428088675,0.35535257124187664,0.6030091604433077,0.7879817281157416,0.9411543303300336,1.0,1.0,0.24213376435597472,0.20876141512048646,0.1451738766788805,0.06615706877691985,0.021085243551278943,0.0,0.0,42.31623307904936,130.56590065921932,2299.9824061263616,22.99999867270369,114.99996483057514,229.99986080507637,344.9996928701763,459.9994615640304,574.9991665322885,689.9988074855651,0.010000075918598163,0.05000036718726839,0.10000070443688434,0.15000101389959153,0.20000129580937234,0.25000155001216035,0.30000177638213477,0.5217391304347826,0.41739130434782606,0.5478260869565217,0.7246376811594203,0.9173913043478261,1.0,1.0,0.16849999999999998,0.22960000000000003,0.16849999999999998,0.21109999999999995,-0.0110999999999999,0.0481,0.0999999999999999,0.0741,0
mrpc_pos70_val408_n2000_nv408,mrpc,single,pos70,val408,mild,2,2000,408,0.004433169236131763,0.006699329793027948,0.003874955376665326,0.004266053678032018,0.004349476438859595,0.004385460917331021,0.004415963510137356,0.004433169236131763,0.004433169236131763,0.006142432018856056,0.00653275360217687,0.006615893002316012,0.006651744682967876,0.00668216676082364,0.006699329793027948,0.006699329793027948,-0.0022674766421907303,-0.0022666999241448514,-0.002266416563456417,-0.002266283765636855,-0.002266203250686284,-0.002266160556896185,-0.002266160556896185,0.28712625857156243,0.4974431078589468,0.6590912278467633,0.772548800804196,0.9069243015832164,1.0,1.0,0.17237788343122573,0.40643420589547297,0.5751340032793207,0.7525276724506292,0.8907730973945257,1.0,1.0,0.1147483751403367,0.09100890196347383,0.08395722456744259,0.02002112835356673,0.01615120418869065,0.0,0.0,65.49367401346639,80.99110495048775,1999.984091593888,19.9999988401281,99.99996962296598,199.99988005948617,299.99973666706165,399.9995406650007,499.999292594483,599.9989910997417,0.010000078962722696,0.05000038252467847,0.10000073545589865,0.1500010614724324,0.2000013611839387,0.2500016348610095,0.3000018818257561,0.5,0.38,0.52,0.6466666666666666,0.8275,1.0,1.0,-0.05389999999999995,-0.0049000000000000155,0.012300000000000089,0.03920000000000001,-0.0195999999999999,-0.0146999999999999,-0.125,-0.0564,0
mrpc_pos70_valbal258_n2300_nv258,mrpc,valbal,pos70,valbal258,mild,2,2300,258,0.004332498377368842,0.17031455735394507,0.003948451272861991,0.0042069986299874355,0.004271810625845425,0.004301431071578956,0.004327611270534733,0.004332498377368842,0.004332498377368842,0.17008284266604673,0.17022514065147018,0.17026961393373582,0.17029077430163375,0.17031091414377897,0.17031455735394507,0.17031455735394507,-0.16613439139318473,-0.16601814202148274,-0.1659978033078904,-0.1659893432300548,-0.16598330287324423,-0.16598205897657622,-0.16598205897657622,0.34074309510206985,0.5493286515090575,0.7064835916804407,0.8238239908892384,0.9682451111322872,1.0,1.0,0.17287216182976783,0.4108469797898679,0.6138860624819796,0.789588873438716,0.9481268213419863,1.0,1.0,0.16787093327230201,0.13848167171918963,0.09259752919846109,0.034235117450522434,0.020118289790300836,0.0,0.0,58.03839103878541,84.08655211372282,2299.980993863204,22.99999865570737,114.99996462617524,229.99985998632042,344.9996910150373,459.99945897516386,574.9991638953823,689.9988044831643,0.010000082051580353,0.050000397800250306,0.1000007654845865,0.15000110519850535,0.20000141749107136,0.25000170237475516,0.30000195928758333,0.4782608695652174,0.4,0.5521739130434783,0.7101449275362319,0.9152173913043479,1.0,1.0,0.16659999999999997,0.16669999999999996,0.03489999999999993,0.030999999999999917,0.0581,0.0426999999999999,-0.0775,-0.0814,0
mrpc_pos90_val408_n2000_nv408,mrpc,single,pos90,val408,extreme,2,2000,408,0.0020794398205002825,0.34368617106811095,0.0015890142343798312,0.0019174893681550165,0.001991974825576021,0.0020319357903846704,0.0020594450201905116,0.0020794398205002825,0.0020794398205002825,0.3435741467094904,0.34361704498314316,0.3436440879457356,0.34366177495498024,0.34367560730503377,0.34368617106811095,0.34368617106811095,-0.34198513247511053,-0.34169955561498816,-0.3416521131201596,-0.34162983916459555,-0.34161616228484326,-0.34160673124761065,-0.34160673124761065,0.15293150876959885,0.3708769745584955,0.5493827036352972,0.7128995023100859,0.8624745094828153,1.0,1.0,0.16094355969320684,0.4096200879521491,0.5516568552562875,0.7204089313644919,0.8746389335021241,1.0,1.0,-0.008012050923607988,-0.038743113393653605,-0.0022741516209903168,-0.007509429054405992,-0.012164424019308728,0.0,0.0,135.93915294620487,67.70046751650824,1999.9837683534756,19.999998826149223,99.99996954554548,199.99987919143592,299.99973436588033,399.9995363849949,499.9992850799076,599.9989806222736,0.010000080571961141,0.050000390567105625,0.10000075118414066,0.15000108456523165,0.20000139136844197,0.25000167150933505,0.300001925073739,0.35,0.34,0.475,0.6366666666666667,0.82,1.0,1.0,-0.0686000000000001,-0.024499999999999966,-0.012300000000000089,-0.014700000000000046,-0.0,-0.0098,-0.0171999999999999,-0.0367,0
mrpc_pos90_valbal258_n2300_nv258,mrpc,valbal,pos90,valbal258,extreme,2,2300,258,0.002023618860283428,0.6368384616453581,0.001630681446774977,0.0018946883347081413,0.0019563996728091284,0.001995447307181971,0.0020188243824692457,0.0020236188602834274,0.0020236188602834274,0.6370470254733148,0.6368488686750466,0.6368356473943103,0.6368367752179566,0.6368383487269478,0.6368384616453582,0.6368384616453582,-0.6354163440265398,-0.6349541803403385,-0.6348792477215012,-0.6348413279107746,-0.6348195243444785,-0.6348148427850747,-0.6348148427850747,0.1887406018015154,0.41531667832396507,0.6033488395028082,0.7995809883092828,0.9606223677457025,1.0,1.0,0.17398887627958046,0.41162284507921154,0.5980584252510105,0.7999172262740859,0.943513669718326,1.0,1.0,0.014751725521934933,0.0036938332447535305,0.005290414251797659,-0.00033623796480308776,0.01710869802737658,0.0,0.0,116.63362542815753,86.11236343022027,2299.980979683542,22.999998652644535,114.99996442689726,229.9998588253269,344.9996886833287,459.99945502397077,574.9991582088423,689.9987971312439,0.010000082111900396,0.050000398021865504,0.10000076559631937,0.15000110510948564,0.20000141700618013,0.2500017014436169,0.30000195794061824,0.34782608695652173,0.3391304347826087,0.45652173913043476,0.6985507246376812,0.9173913043478261,1.0,1.0,0.1473,0.18600000000000005,0.21319999999999995,0.12009999999999998,0.0078,0.0116,0.0814,-0.1047,0
qqp_pos10_val1000_n2000_nv1000,qqp,single,pos10,val1000,extreme,2,2000,1000,0.0012043483832802479,0.45558323050288874,0.0009942324305647115,0.001150418081271365,0.0011780832949818212,0.001191871289302726,0.0012000853199331995,0.0012043483832802479,0.0012043483832802479,0.4555237832679705,0.4555614662223055,0.45557160708435035,0.45557760398527003,0.45558132286610964,0.4555832305028887,0.4555832305028887,-0.45452955083740576,-0.4544110481410341,-0.45439352378936854,-0.4543857326959673,-0.45438123754617643,-0.4543788821196084,-0.4543788821196084,0.147023356554151,0.4054187766667298,0.5873576003244397,0.7556468314624342,0.8986107763196693,1.0,1.0,0.2192216548900821,0.5364780997040772,0.6932301057292183,0.8005282378287485,0.900628668109442,1.0,1.0,-0.07219829833593111,-0.1310593230373474,-0.10587250540477855,-0.044881406366314325,-0.00201789178977263,0.0,0.0,96.0384574207223,33.42133907591358,1999.9462879562352,19.9999979134619,99.99993589032252,199.99973580046185,299.99938881051526,399.9988845269931,499.99821027835753,599.9973512508561,0.010000267524134408,0.05000131078145775,0.10000255357099792,0.1500037229085225,0.20000481359714709,0.25000581930093263,0.300006732612804,0.3,0.31,0.455,0.6566666666666666,0.8075,1.0,1.0,-0.02400000000000002,-0.008000000000000007,-0.030999999999999917,-0.031000000000000028,-0.049,-0.076,-0.0949999999999999,-0.0769999999999999,0
